membership_id,group_id,user_id,joined_date,left_date,role,share_percentage
MEM_001162,GRP_0229,USR_0569,2017-01-22,,member,0.2
MEM_001163,GRP_0229,USR_0499,2017-01-02,,member,0.2
MEM_001164,GRP_0229,USR_0168,2017-01-04,,member,0.2
MEM_001165,GRP_0230,USR_0225,2022-09-13,,admin,0.3333
MEM_001166,GRP_0230,USR_0444,2022-08-21,,member,0.3333
MEM_001167,GRP_0230,USR_0835,2022-08-31,2023-02-08,member,0.3333
MEM_001168,GRP_0231,USR_0215,2016-06-07,,admin,0.1429
MEM_001169,GRP_0231,USR_0268,2016-06-18,,member,0.1429
MEM_001170,GRP_0231,USR_0589,2016-06-16,2016-07-12,member,0.1429
MEM_001171,GRP_0231,USR_0908,2016-06-10,,member,0.1429
MEM_001172,GRP_0231,USR_0387,2016-07-01,2017-04-28,member,0.1429
MEM_001173,GRP_0231,USR_0783,2016-06-07,,member,0.1429
MEM_001174,GRP_0231,USR_0907,2016-06-25,2016-11-22,member,0.1429
MEM_001175,GRP_0232,USR_0854,2017-08-07,2021-12-17,admin,0.1493
MEM_001176,GRP_0232,USR_0117,2017-07-26,,member,0.1438
MEM_001177,GRP_0232,USR_0822,2017-07-26,,member,0.3363
MEM_001178,GRP_0232,USR_0387,2017-08-01,,member,0.1979
MEM_001179,GRP_0232,USR_0066,2017-07-20,,member,0.2325
MEM_001180,GRP_0233,USR_0432,2021-08-25,2023-03-23,admin,0.1667
MEM_001181,GRP_0233,USR_0084,2021-09-02,,member,0.1667
MEM_001182,GRP_0233,USR_0567,2021-08-13,,member,0.1667
MEM_001183,GRP_0233,USR_0364,2021-09-03,2023-12-14,member,0.1667
MEM_001184,GRP_0233,USR_0719,2021-08-14,,member,0.1667
MEM_001185,GRP_0233,USR_0867,2021-08-28,,member,0.1667
MEM_001186,GRP_0234,USR_0399,2020-03-30,,admin,0.2
MEM_001187,GRP_0234,USR_0845,2020-04-11,,member,0.2
MEM_001188,GRP_0234,USR_0226,2020-04-10,,member,0.2
MEM_001189,GRP_0234,USR_0362,2020-04-09,,member,0.2
MEM_001190,GRP_0234,USR_0498,2020-04-11,,member,0.2
MEM_001191,GRP_0235,USR_0818,2018-02-22,,admin,0.3856
MEM_001192,GRP_0235,USR_0914,2018-02-06,2019-02-28,member,0.1676
MEM_001193,GRP_0235,USR_0719,2018-02-26,,member,0.3031
MEM_001194,GRP_0235,USR_0653,2018-02-04,,member,0.1572
MEM_001195,GRP_0235,USR_0059,2018-03-02,,member,0.3956
MEM_001196,GRP_0235,USR_0318,2018-02-12,2018-07-17,member,0.3887
MEM_001197,GRP_0236,USR_0991,2019-02-16,,admin,0.3846
MEM_001198,GRP_0236,USR_0220,2019-02-18,,member,0.1769
MEM_001199,GRP_0236,USR_0389,2019-02-14,,member,0.3132
MEM_001200,GRP_0236,USR_0285,2019-01-28,,member,0.3346
MEM_001201,GRP_0237,USR_0684,2016-08-24,,admin,0.1667
MEM_001202,GRP_0237,USR_0832,2016-08-28,,member,0.1667
MEM_001203,GRP_0237,USR_0542,2016-08-21,2016-09-02,member,0.1667
MEM_001204,GRP_0237,USR_0543,2016-08-20,,member,0.1667
MEM_001205,GRP_0237,USR_0910,2016-08-11,,member,0.1667
MEM_001206,GRP_0237,USR_0520,2016-08-08,,member,0.1667
MEM_001207,GRP_0238,USR_0066,2025-03-21,,admin,0.25
MEM_001208,GRP_0238,USR_0294,2025-03-23,,member,0.25
MEM_001209,GRP_0238,USR_0197,2025-03-03,,member,0.25
MEM_001210,GRP_0238,USR_0088,2025-03-05,,member,0.25
MEM_001211,GRP_0239,USR_0863,2021-10-19,,admin,0.1089
MEM_001212,GRP_0239,USR_0398,2021-10-18,,member,0.1763
MEM_001213,GRP_0239,USR_0871,2021-10-16,,member,0.3417
MEM_001214,GRP_0239,USR_0620,2021-10-30,,member,0.2559
MEM_001215,GRP_0239,USR_0501,2021-11-08,,member,0.1507
MEM_001216,GRP_0239,USR_0935,2021-10-25,,member,0.0869
MEM_001217,GRP_0240,USR_0111,2022-05-18,2023-01-13,admin,0.1667
MEM_001218,GRP_0240,USR_0181,2022-05-09,2022-06-05,member,0.1667
MEM_001219,GRP_0240,USR_0956,2022-05-18,,member,0.1667
MEM_001220,GRP_0240,USR_0958,2022-05-20,2023-03-30,member,0.1667
MEM_001221,GRP_0240,USR_0520,2022-05-17,,member,0.1667
MEM_001222,GRP_0240,USR_0130,2022-05-10,,member,0.1667
MEM_001223,GRP_0241,USR_0619,2019-09-13,,admin,0.3107
MEM_001224,GRP_0241,USR_0871,2019-09-03,,member,0.3272
MEM_001225,GRP_0241,USR_0621,2019-09-25,,member,0.394
MEM_001226,GRP_0241,USR_0172,2019-09-01,,member,0.0977
MEM_001227,GRP_0241,USR_0734,2019-09-18,,member,0.082
MEM_001228,GRP_0241,USR_0350,2019-09-01,,member,0.1017
MEM_001229,GRP_0242,USR_0261,2021-08-10,2022-06-06,admin,0.1667
MEM_001230,GRP_0242,USR_0110,2021-08-12,2022-04-05,member,0.1667
MEM_001231,GRP_0242,USR_0252,2021-09-06,,member,0.1667
MEM_001232,GRP_0242,USR_0079,2021-09-01,,member,0.1667
MEM_001233,GRP_0242,USR_0768,2021-09-08,,member,0.1667
MEM_001234,GRP_0242,USR_0678,2021-08-30,,member,0.1667
MEM_001235,GRP_0243,USR_0227,2023-01-24,,admin,0.1221
MEM_001236,GRP_0243,USR_0689,2023-01-16,,member,0.133
MEM_001237,GRP_0243,USR_0090,2023-01-18,,member,0.3349
MEM_001238,GRP_0243,USR_0680,2023-01-17,,member,0.0863
MEM_001239,GRP_0244,USR_0073,2022-01-20,,admin,0.1667
MEM_001240,GRP_0244,USR_0404,2022-01-13,,member,0.1667
MEM_001241,GRP_0244,USR_0352,2022-01-22,,member,0.1667
MEM_001242,GRP_0244,USR_0671,2022-01-29,,member,0.1667
MEM_001243,GRP_0244,USR_0363,2022-01-20,,member,0.1667
MEM_001244,GRP_0244,USR_0866,2022-01-15,,member,0.1667
MEM_001245,GRP_0245,USR_0924,2025-12-23,,member,0.1177
MEM_001246,GRP_0246,USR_0824,2021-06-21,,admin,0.2861
MEM_001247,GRP_0246,USR_0610,2021-06-14,,member,0.1537
MEM_001248,GRP_0246,USR_0440,2021-06-12,,member,0.2882
MEM_001249,GRP_0246,USR_0219,2021-06-16,,member,0.3505
MEM_001250,GRP_0247,USR_0332,2016-01-11,,admin,0.1181
MEM_001251,GRP_0247,USR_0337,2016-02-02,,member,0.3176
MEM_001252,GRP_0247,USR_0298,2016-01-13,,member,0.0659
MEM_001253,GRP_0247,USR_0568,2016-01-10,,member,0.3113
MEM_001254,GRP_0247,USR_0799,2016-01-17,2016-07-18,member,0.2134
MEM_001255,GRP_0247,USR_0354,2016-01-07,,member,0.2039
MEM_001256,GRP_0247,USR_0898,2016-01-20,,member,0.1259
MEM_001257,GRP_0247,USR_0601,2016-02-01,,member,0.1641
MEM_001258,GRP_0248,USR_0859,2018-03-21,,admin,0.2131
MEM_001259,GRP_0248,USR_0800,2018-03-19,,member,0.2717
MEM_001260,GRP_0248,USR_0656,2018-03-25,,member,0.3744
MEM_001261,GRP_0248,USR_0384,2018-03-14,,member,0.2622
MEM_001262,GRP_0248,USR_0310,2018-03-23,,member,0.2869
MEM_001263,GRP_0248,USR_0856,2018-03-22,,member,0.2115
MEM_001264,GRP_0248,USR_0607,2018-03-21,,member,0.0518
MEM_001265,GRP_0248,USR_0254,2018-03-19,,member,0.3515
MEM_001266,GRP_0248,USR_0112,2018-03-14,,member,0.304
MEM_001267,GRP_0248,USR_0075,2018-04-10,,member,0.2943
MEM_001268,GRP_0249,USR_0422,2020-05-11,,admin,0.125
MEM_001269,GRP_0249,USR_0642,2020-05-13,2020-10-29,member,0.125
MEM_001270,GRP_0249,USR_0826,2020-05-23,,member,0.125
MEM_001271,GRP_0249,USR_0486,2020-05-24,,member,0.125
MEM_001272,GRP_0249,USR_0382,2020-05-22,2020-06-21,member,0.125
MEM_001273,GRP_0249,USR_0069,2020-05-08,2021-08-27,member,0.125
MEM_001274,GRP_0249,USR_0038,2020-05-13,2020-09-20,member,0.125
MEM_001275,GRP_0249,USR_0103,2020-05-20,,member,0.125
MEM_001276,GRP_0250,USR_0339,2019-11-04,2022-03-04,admin,0.1206
MEM_001277,GRP_0250,USR_0330,2019-10-27,,member,0.2349
MEM_001278,GRP_0250,USR_0202,2019-10-24,,member,0.283
MEM_001279,GRP_0251,USR_0616,2024-09-13,,admin,0.1073
MEM_001280,GRP_0251,USR_0260,2024-08-30,,member,0.2202
MEM_001281,GRP_0251,USR_0988,2024-08-30,,member,0.1441
MEM_001282,GRP_0251,USR_0259,2024-09-05,,member,0.0724
MEM_001283,GRP_0251,USR_0488,2024-08-31,,member,0.312
MEM_001284,GRP_0252,USR_0402,2020-11-16,,admin,0.0563
MEM_001285,GRP_0252,USR_0075,2020-11-21,,member,0.21
MEM_001286,GRP_0252,USR_0535,2020-11-03,,member,0.3187
MEM_001287,GRP_0252,USR_0340,2020-10-29,,member,0.1931
MEM_001288,GRP_0252,USR_0088,2020-10-31,,member,0.1962
MEM_001289,GRP_0253,USR_0844,2024-08-21,,admin,0.2013
MEM_001290,GRP_0253,USR_0369,2024-09-02,,member,0.2942
MEM_001291,GRP_0254,USR_0772,2020-09-04,,admin,0.125
MEM_001292,GRP_0254,USR_0997,2020-08-11,,member,0.125
MEM_001293,GRP_0254,USR_0745,2020-08-21,2022-02-01,member,0.125
MEM_001294,GRP_0254,USR_0878,2020-08-19,,member,0.125
MEM_001295,GRP_0254,USR_0187,2020-09-07,,member,0.125
MEM_001296,GRP_0254,USR_0644,2020-08-30,2020-11-14,member,0.125
MEM_001297,GRP_0254,USR_0422,2020-09-02,,member,0.125
MEM_001298,GRP_0254,USR_0785,2020-08-23,2020-10-14,member,0.125
MEM_001299,GRP_0255,USR_0711,2020-10-20,,admin,0.25
MEM_001300,GRP_0255,USR_0970,2020-10-19,2020-11-21,member,0.25
MEM_001301,GRP_0255,USR_0738,2020-10-06,,member,0.25
MEM_001302,GRP_0255,USR_0427,2020-10-11,,member,0.25
MEM_001303,GRP_0256,USR_0724,2021-02-19,,admin,0.1334
MEM_001304,GRP_0256,USR_0638,2021-02-05,,member,0.0799
MEM_001305,GRP_0256,USR_0301,2021-02-06,2021-03-27,member,0.3254
MEM_001306,GRP_0256,USR_0287,2021-02-25,2021-05-17,member,0.1499
MEM_001307,GRP_0257,USR_0230,2019-07-03,,admin,0.25
MEM_001308,GRP_0257,USR_0370,2019-06-24,2019-12-14,member,0.25
MEM_001309,GRP_0257,USR_0069,2019-06-25,,member,0.25
MEM_001310,GRP_0257,USR_0128,2019-07-11,,member,0.25
MEM_001311,GRP_0258,USR_0533,2018-02-03,2019-07-16,admin,0.25
MEM_001312,GRP_0258,USR_0289,2018-01-26,,member,0.25
MEM_001313,GRP_0258,USR_0373,2018-01-28,2018-10-04,member,0.25
MEM_001314,GRP_0258,USR_0081,2018-02-07,,member,0.25
MEM_001315,GRP_0259,USR_0766,2016-10-07,,admin,0.2
MEM_001316,GRP_0259,USR_0934,2016-10-08,,member,0.2
MEM_001317,GRP_0259,USR_0176,2016-10-04,,member,0.2
MEM_001318,GRP_0259,USR_0419,2016-09-24,,member,0.2
MEM_001319,GRP_0259,USR_0158,2016-10-19,2019-05-12,member,0.2
MEM_001320,GRP_0260,USR_0197,2021-04-15,,admin,0.3827
MEM_001321,GRP_0260,USR_0860,2021-03-31,,member,0.1321
MEM_001322,GRP_0260,USR_0971,2021-04-10,,member,0.2891
MEM_001323,GRP_0260,USR_0121,2021-04-02,,member,0.3836
MEM_001324,GRP_0260,USR_0293,2021-04-16,,member,0.1911
MEM_001325,GRP_0260,USR_0942,2021-03-26,,member,0.323
MEM_001326,GRP_0260,USR_0759,2021-04-05,2023-05-06,member,0.2898
MEM_001327,GRP_0260,USR_0655,2021-04-02,,member,0.1228
MEM_001328,GRP_0260,USR_0194,2021-04-09,,member,0.0903
MEM_001329,GRP_0260,USR_0241,2021-04-08,,member,0.3554
MEM_001330,GRP_0261,USR_0888,2018-06-24,,admin,0.1552
MEM_001331,GRP_0261,USR_0166,2018-06-25,,member,0.2103
MEM_001332,GRP_0262,USR_0253,2018-06-07,,admin,0.2691
MEM_001333,GRP_0262,USR_0313,2018-06-13,,member,0.332
MEM_001334,GRP_0262,USR_0010,2018-07-04,2022-06-19,member,0.3587
MEM_001335,GRP_0262,USR_0070,2018-06-07,,member,0.1203
MEM_001336,GRP_0262,USR_0354,2018-07-05,,member,0.2723
MEM_001337,GRP_0262,USR_0077,2018-07-01,,member,0.3076
MEM_001338,GRP_0262,USR_0290,2018-06-13,2021-11-22,member,0.2168
MEM_001339,GRP_0262,USR_0323,2018-06-15,,member,0.2164
MEM_001340,GRP_0263,USR_0153,2021-01-05,,admin,0.3333
MEM_001341,GRP_0263,USR_0820,2020-12-16,,member,0.3333
MEM_001342,GRP_0263,USR_0881,2021-01-05,,member,0.3333
MEM_001343,GRP_0264,USR_0432,2016-07-10,,admin,0.078
MEM_001344,GRP_0264,USR_0397,2016-07-11,,member,0.2378
MEM_001345,GRP_0264,USR_0417,2016-07-18,,member,0.1354
MEM_001346,GRP_0264,USR_0945,2016-07-10,,member,0.145
MEM_001347,GRP_0264,USR_0110,2016-07-28,2021-01-14,member,0.1703
MEM_001348,GRP_0264,USR_0179,2016-07-26,,member,0.0873
MEM_001349,GRP_0264,USR_0061,2016-07-27,,member,0.2634
MEM_001350,GRP_0264,USR_0693,2016-07-29,,member,0.0755
MEM_001351,GRP_0265,USR_0101,2016-08-10,,admin,0.1896
MEM_001352,GRP_0265,USR_0998,2016-07-27,,member,0.2731
MEM_001353,GRP_0265,USR_0961,2016-08-12,,member,0.0557
MEM_001354,GRP_0265,USR_0467,2016-08-07,,member,0.1682
MEM_001355,GRP_0266,USR_0435,2017-08-25,2020-08-27,admin,0.1667
MEM_001356,GRP_0266,USR_0385,2017-09-07,,member,0.1667
MEM_001357,GRP_0266,USR_0963,2017-09-15,,member,0.1667
MEM_001358,GRP_0266,USR_0360,2017-09-14,,member,0.1667
MEM_001359,GRP_0266,USR_0594,2017-09-03,,member,0.1667
MEM_001360,GRP_0266,USR_0971,2017-09-10,,member,0.1667
MEM_001361,GRP_0267,USR_0458,2016-02-21,,admin,0.2953
MEM_001362,GRP_0267,USR_0910,2016-02-09,2017-08-15,member,0.3298
MEM_001363,GRP_0267,USR_0269,2016-02-04,,member,0.3071
MEM_001364,GRP_0267,USR_0171,2016-02-07,2020-06-21,member,0.3929
MEM_001365,GRP_0267,USR_0256,2016-02-06,,member,0.1936
MEM_001366,GRP_0267,USR_0874,2016-02-06,,member,0.2847
MEM_001367,GRP_0267,USR_0331,2016-02-28,,member,0.3047
MEM_001368,GRP_0268,USR_0920,2022-10-14,,admin,0.3432
MEM_001369,GRP_0268,USR_0422,2022-11-02,2024-11-28,member,0.2714
MEM_001370,GRP_0268,USR_0686,2022-10-27,,member,0.3209
MEM_001371,GRP_0268,USR_0138,2022-10-22,,member,0.256
MEM_001372,GRP_0268,USR_0976,2022-10-28,2025-07-29,member,0.3871
MEM_001373,GRP_0269,USR_0295,2025-09-12,,admin,0.3631
MEM_001374,GRP_0269,USR_0895,2025-09-13,,member,0.2733
MEM_001375,GRP_0269,USR_0499,2025-09-17,,member,0.3817
MEM_001376,GRP_0270,USR_0949,2019-07-27,,admin,0.25
MEM_001377,GRP_0270,USR_0327,2019-07-24,,member,0.25
MEM_001378,GRP_0270,USR_0882,2019-07-17,,member,0.25
MEM_001379,GRP_0270,USR_0252,2019-07-27,,member,0.25
MEM_001380,GRP_0271,USR_0081,2018-06-04,,admin,0.1429
MEM_001381,GRP_0271,USR_0815,2018-06-04,2019-09-07,member,0.1429
MEM_001382,GRP_0271,USR_0964,2018-05-30,,member,0.1429
MEM_001383,GRP_0271,USR_0739,2018-06-06,,member,0.1429
MEM_001384,GRP_0271,USR_0492,2018-06-09,,member,0.1429
MEM_001385,GRP_0271,USR_0287,2018-05-22,,member,0.1429
MEM_001386,GRP_0271,USR_0945,2018-06-10,,member,0.1429
MEM_001387,GRP_0272,USR_0652,2017-01-17,2019-02-02,admin,0.3333
MEM_001388,GRP_0272,USR_0387,2017-01-08,,member,0.3333
MEM_001389,GRP_0272,USR_0590,2017-01-02,2018-04-10,member,0.3333
MEM_001390,GRP_0273,USR_0010,2017-10-05,,admin,0.1667
MEM_001391,GRP_0273,USR_0011,2017-09-29,,member,0.1667
MEM_001392,GRP_0273,USR_0870,2017-10-10,,member,0.1667
MEM_001393,GRP_0273,USR_0610,2017-10-12,2018-08-13,member,0.1667
MEM_001394,GRP_0273,USR_0074,2017-09-27,,member,0.1667
MEM_001395,GRP_0273,USR_0045,2017-10-14,2017-11-02,member,0.1667
MEM_001396,GRP_0274,USR_0041,2016-02-12,2018-03-01,admin,0.2385
MEM_001397,GRP_0274,USR_0845,2016-02-21,,member,0.3119
MEM_001398,GRP_0274,USR_0956,2016-02-18,,member,0.1523
MEM_001399,GRP_0274,USR_0940,2016-02-13,,member,0.3713
MEM_001400,GRP_0274,USR_0434,2016-02-14,,member,0.3604
MEM_001401,GRP_0275,USR_0581,2017-09-02,,admin,0.25
MEM_001402,GRP_0275,USR_0790,2017-09-25,2017-09-27,member,0.25
MEM_001403,GRP_0275,USR_0343,2017-09-09,2017-09-27,member,0.25
MEM_001404,GRP_0275,USR_0623,2017-09-07,,member,0.25
MEM_001405,GRP_0276,USR_0721,2017-09-02,,admin,0.152
MEM_001406,GRP_0276,USR_0660,2017-09-19,,member,0.2791
MEM_001407,GRP_0276,USR_0020,2017-09-10,,member,0.0643
MEM_001408,GRP_0277,USR_0395,2025-02-12,,admin,0.082
MEM_001409,GRP_0277,USR_0951,2025-02-10,,member,0.1576
MEM_001410,GRP_0277,USR_0413,2025-01-27,,member,0.3334
MEM_001411,GRP_0278,USR_0622,2021-12-30,,admin,0.1429
MEM_001412,GRP_0278,USR_0035,2022-01-05,2023-08-02,member,0.1429
MEM_001413,GRP_0278,USR_0681,2022-01-08,2022-11-25,member,0.1429
MEM_001414,GRP_0278,USR_0325,2021-12-28,,member,0.1429
MEM_001415,GRP_0278,USR_0623,2022-01-07,,member,0.1429
MEM_001416,GRP_0278,USR_0488,2022-01-06,,member,0.1429
MEM_001417,GRP_0278,USR_0273,2022-01-09,,member,0.1429
MEM_001418,GRP_0279,USR_0918,2018-11-04,,admin,0.3333
MEM_001419,GRP_0279,USR_0112,2018-12-01,,member,0.3333
MEM_001420,GRP_0279,USR_0737,2018-11-03,,member,0.3333
MEM_001421,GRP_0280,USR_0244,2016-04-22,,admin,0.1
MEM_001422,GRP_0280,USR_0551,2016-05-11,,member,0.1
MEM_001423,GRP_0280,USR_0942,2016-05-09,,member,0.1
MEM_001424,GRP_0280,USR_0609,2016-05-10,,member,0.1
MEM_001425,GRP_0280,USR_0757,2016-04-20,2017-11-27,member,0.1
MEM_001426,GRP_0280,USR_0523,2016-05-02,2017-07-06,member,0.1
MEM_001427,GRP_0280,USR_0789,2016-05-07,2017-10-22,member,0.1
MEM_001428,GRP_0280,USR_0683,2016-04-28,,member,0.1
MEM_001429,GRP_0280,USR_0058,2016-05-09,,member,0.1
MEM_001430,GRP_0280,USR_0998,2016-04-29,,member,0.1
MEM_001431,GRP_0281,USR_0393,2025-11-22,,admin,0.186
MEM_001432,GRP_0281,USR_0047,2025-11-22,,member,0.3066
MEM_001433,GRP_0281,USR_0672,2025-11-30,,member,0.3922
MEM_001434,GRP_0281,USR_0724,2025-12-01,,member,0.1881
MEM_001435,GRP_0281,USR_0288,2025-11-05,,member,0.1666
MEM_001436,GRP_0282,USR_0565,2024-03-01,,admin,0.125
MEM_001437,GRP_0282,USR_0973,2024-02-25,,member,0.125
MEM_001438,GRP_0282,USR_0116,2024-03-12,,member,0.125
MEM_001439,GRP_0282,USR_0893,2024-03-16,,member,0.125
MEM_001440,GRP_0282,USR_0890,2024-03-06,,member,0.125
MEM_001441,GRP_0282,USR_0659,2024-02-22,,member,0.125
MEM_001442,GRP_0282,USR_0741,2024-02-28,,member,0.125
MEM_001443,GRP_0282,USR_0321,2024-03-14,,member,0.125
MEM_001444,GRP_0283,USR_0821,2021-03-27,2023-11-05,admin,0.0625
MEM_001445,GRP_0283,USR_0298,2021-03-20,,member,0.1859
MEM_001446,GRP_0283,USR_0895,2021-04-03,,member,0.1891
MEM_001447,GRP_0284,USR_0691,2019-01-08,,admin,0.1733
MEM_001448,GRP_0284,USR_0553,2019-01-01,,member,0.1615
MEM_001449,GRP_0284,USR_0328,2018-12-29,,member,0.3839
MEM_001450,GRP_0285,USR_0011,2020-07-10,,admin,0.2888
MEM_001451,GRP_0285,USR_0050,2020-06-19,,member,0.2637
MEM_001452,GRP_0285,USR_0689,2020-07-10,,member,0.226
MEM_001453,GRP_0285,USR_0966,2020-06-30,,member,0.3559
MEM_001454,GRP_0285,USR_0470,2020-06-15,,member,0.0789
MEM_001455,GRP_0286,USR_0614,2019-02-20,2019-03-24,admin,0.1658
MEM_001456,GRP_0286,USR_0777,2019-02-20,2019-04-06,member,0.3555
MEM_001457,GRP_0287,USR_0203,2018-10-16,,admin,0.2112
MEM_001458,GRP_0287,USR_0546,2018-10-10,,member,0.3956
MEM_001459,GRP_0287,USR_0361,2018-09-24,2020-08-19,member,0.2812
MEM_001460,GRP_0288,USR_0997,2020-12-08,,admin,0.2019
MEM_001461,GRP_0288,USR_0115,2020-11-24,,member,0.2252
MEM_001462,GRP_0288,USR_0382,2020-12-10,,member,0.3525
MEM_001463,GRP_0288,USR_0985,2020-11-30,2021-09-28,member,0.2943
MEM_001464,GRP_0288,USR_0310,2020-11-16,,member,0.0992
MEM_001465,GRP_0289,USR_0381,2017-03-08,,admin,0.5
MEM_001466,GRP_0289,USR_0983,2017-03-23,,member,0.5
MEM_001467,GRP_0290,USR_0931,2024-09-14,2025-02-20,admin,0.0878
MEM_001468,GRP_0290,USR_0118,2024-08-24,,member,0.1739
MEM_001469,GRP_0290,USR_0493,2024-09-03,2024-12-04,member,0.1121
MEM_001470,GRP_0290,USR_0891,2024-09-17,,member,0.1448
MEM_001471,GRP_0290,USR_0904,2024-08-23,,member,0.3379
MEM_001472,GRP_0291,USR_0969,2020-10-19,,admin,0.3333
MEM_001473,GRP_0291,USR_0347,2020-11-03,,member,0.3333
MEM_001474,GRP_0291,USR_0798,2020-11-01,,member,0.3333
MEM_001475,GRP_0292,USR_0738,2016-02-05,2019-04-25,admin,0.5
MEM_001476,GRP_0292,USR_0946,2016-02-24,2016-04-21,member,0.5
MEM_001477,GRP_0293,USR_0896,2022-04-06,,admin,0.5
MEM_001478,GRP_0293,USR_0897,2022-03-24,2022-08-21,member,0.5
MEM_001479,GRP_0294,USR_0958,2019-06-13,2019-07-24,admin,0.2454
MEM_001480,GRP_0294,USR_0829,2019-06-10,,member,0.061
MEM_001481,GRP_0295,USR_0921,2016-06-10,,admin,0.1429
MEM_001482,GRP_0295,USR_0862,2016-05-23,2018-11-11,member,0.1429
MEM_001483,GRP_0295,USR_0410,2016-05-30,,member,0.1429
MEM_001484,GRP_0295,USR_0837,2016-05-27,,member,0.1429
MEM_001485,GRP_0295,USR_0962,2016-06-02,2017-06-22,member,0.1429
MEM_001486,GRP_0295,USR_0621,2016-05-29,,member,0.1429
MEM_001487,GRP_0295,USR_0417,2016-05-23,,member,0.1429
MEM_001488,GRP_0296,USR_0276,2020-07-05,,admin,0.1285
MEM_001489,GRP_0296,USR_0220,2020-07-17,,member,0.1926
MEM_001490,GRP_0296,USR_0750,2020-07-06,2023-09-27,member,0.2405
MEM_001491,GRP_0296,USR_0571,2020-07-18,2021-01-16,member,0.2694
MEM_001492,GRP_0296,USR_0518,2020-07-10,,member,0.2307
MEM_001493,GRP_0297,USR_0528,2021-08-03,,admin,0.5
MEM_001494,GRP_0297,USR_0873,2021-07-29,,member,0.5
MEM_001495,GRP_0298,USR_0049,2024-01-17,,admin,0.3221
MEM_001496,GRP_0298,USR_0644,2024-01-28,,member,0.1066
MEM_001497,GRP_0298,USR_0568,2024-01-25,,member,0.0999
MEM_001498,GRP_0298,USR_0585,2024-01-25,,member,0.3858
MEM_001499,GRP_0299,USR_0012,2018-05-18,,admin,0.2
MEM_001500,GRP_0299,USR_0600,2018-05-19,,member,0.2
MEM_001501,GRP_0299,USR_0316,2018-05-17,,member,0.2
MEM_001502,GRP_0299,USR_0508,2018-05-04,,member,0.2
MEM_001503,GRP_0299,USR_0577,2018-05-25,2020-02-20,member,0.2
MEM_001504,GRP_0300,USR_0018,2020-01-11,,admin,0.25
MEM_001505,GRP_0300,USR_0708,2020-01-26,,member,0.25
MEM_001506,GRP_0300,USR_0132,2020-01-04,,member,0.25
MEM_001507,GRP_0300,USR_0794,2019-12-31,2020-03-15,member,0.25
MEM_001508,GRP_0301,USR_0572,2017-07-29,,admin,0.2551
MEM_001509,GRP_0301,USR_0764,2017-08-09,,member,0.2353
MEM_001510,GRP_0302,USR_0605,2017-05-05,,admin,0.0958
MEM_001511,GRP_0302,USR_0355,2017-05-14,,member,0.116
MEM_001512,GRP_0302,USR_0227,2017-05-18,2018-09-16,member,0.1513
MEM_001513,GRP_0302,USR_0316,2017-05-07,2020-05-09,member,0.2576
MEM_001514,GRP_0302,USR_0762,2017-05-15,,member,0.2908
MEM_001515,GRP_0303,USR_0555,2020-05-07,,admin,0.3026
MEM_001516,GRP_0303,USR_0584,2020-05-23,2024-04-14,member,0.2523
MEM_001517,GRP_0303,USR_0563,2020-05-15,,member,0.1168
MEM_001518,GRP_0304,USR_0199,2024-12-08,,admin,0.1
MEM_001519,GRP_0304,USR_0678,2024-12-23,,member,0.1
MEM_001520,GRP_0304,USR_0219,2024-12-21,,member,0.1
MEM_001521,GRP_0304,USR_0208,2024-12-19,,member,0.1
MEM_001522,GRP_0304,USR_0069,2024-11-29,,member,0.1
MEM_001523,GRP_0304,USR_0894,2024-12-10,,member,0.1
MEM_001524,GRP_0304,USR_0140,2024-12-09,,member,0.1
MEM_001525,GRP_0304,USR_0844,2024-12-24,,member,0.1
MEM_001526,GRP_0304,USR_0038,2024-12-10,,member,0.1
MEM_001527,GRP_0304,USR_0500,2024-12-12,,member,0.1
MEM_001528,GRP_0305,USR_0855,2023-01-10,,admin,0.2
MEM_001529,GRP_0305,USR_0545,2023-01-20,,member,0.2
MEM_001530,GRP_0305,USR_0998,2023-01-04,,member,0.2
MEM_001531,GRP_0305,USR_0503,2023-01-14,,member,0.2
MEM_001532,GRP_0305,USR_0882,2023-01-18,,member,0.2
MEM_001533,GRP_0306,USR_0030,2023-07-27,,admin,0.25
MEM_001534,GRP_0306,USR_0628,2023-07-19,,member,0.25
MEM_001535,GRP_0306,USR_0957,2023-07-16,,member,0.25
MEM_001536,GRP_0306,USR_0308,2023-08-13,,member,0.25
MEM_001537,GRP_0307,USR_0239,2018-09-15,,admin,0.2136
MEM_001538,GRP_0307,USR_0043,2018-09-23,,member,0.2105
MEM_001539,GRP_0307,USR_0286,2018-09-04,,member,0.1962
MEM_001540,GRP_0307,USR_0754,2018-09-10,,member,0.1652
MEM_001541,GRP_0307,USR_0360,2018-09-12,,member,0.0581
MEM_001542,GRP_0307,USR_0201,2018-09-19,,member,0.1078
MEM_001543,GRP_0308,USR_0558,2019-07-01,,admin,0.2171
MEM_001544,GRP_0308,USR_0725,2019-07-15,,member,0.1032
MEM_001545,GRP_0308,USR_0704,2019-07-09,,member,0.3438
MEM_001546,GRP_0308,USR_0346,2019-06-20,,member,0.2296
MEM_001547,GRP_0308,USR_0629,2019-06-26,,member,0.1331
MEM_001548,GRP_0308,USR_0875,2019-06-19,,member,0.1993
